title,description,course_url,topics,available_videos,id
Atomic and Optical Physics II,"This is the second of a two-semester subject sequence beginning with Atomic and Optical Physics I (8.421) that provides the foundations for contemporary research in selected areas of atomic and optical physics. Topics covered include non-classical states of light–squeezed states; multi-photon processes, Raman scattering; coherence–level crossings, quantum beats, double resonance, superradiance; trapping and cooling-light forces, laser cooling, atom optics, spectroscopy of trapped atoms and ions; atomic interactions–classical collisions, quantum scattering theory, ultracold collisions; and experimental methods.",https://ocw.mit.edu/courses/8-422-atomic-and-optical-physics-ii-spring-2013/,"['Science', 'Physics', 'Atomic, Molecular, Optical Physics']",28,94
Systems Biology,"This course provides an introduction to cellular and population-level systems biology with an emphasis on synthetic biology, modeling of genetic networks, cell-cell interactions, and evolutionary dynamics. Cellular systems include genetic switches and oscillators, network motifs, genetic network evolution, and cellular decision-making. Population-level systems include models of pattern formation, cell-cell communication, and evolutionary systems biology.",https://ocw.mit.edu/courses/8-591j-systems-biology-fall-2014/,"['Engineering', 'Biological Engineering', 'Synthetic Biology', 'Science', 'Biology', 'Cell Biology', 'Computation and Systems Biology', 'Physics']",24,95
Introduction to Nuclear and Particle Physics,"This is an introductory graduate-level course on the phenomenology and experimental foundations of nuclear and particle physics, including the fundamental forces and particles, as well as composites. Emphasis is on the experimental establishment of the leading models, and the theoretical tools and experimental apparatus used to establish them.",https://ocw.mit.edu/courses/8-701-introduction-to-nuclear-and-particle-physics-fall-2020/,"['Science', 'Physics', 'Nuclear Physics', 'Particle Physics']",0,96
String Theory and Holographic Duality,"This string theory course focuses on holographic duality (also known as gauge / gravity duality or AdS / CFT) as a novel method of approaching and connecting a range of diverse subjects, including quantum gravity / black holes, QCD at extreme conditions, exotic condensed matter systems, and quantum information.",https://ocw.mit.edu/courses/8-821-string-theory-and-holographic-duality-fall-2014/,"['Science', 'Physics', 'Particle Physics', 'Quantum Mechanics', 'Theoretical Physics']",24,97
Effective Field Theory,"Effective field theory is a fundamental framework to describe physical systems with quantum field theory. Part I of this course covers common tools used in effective theories. Part II is an in depth study of the Soft-Collinear Effective Theory (SCET), an effective theory for hard interactions in collider physics.",https://ocw.mit.edu/courses/8-851-effective-field-theory-spring-2013/,"['Science', 'Physics', 'Particle Physics']",26,98
General Relativity,"8.962 is MIT’s graduate course in general relativity, which covers the basic principles of Einstein’s general theory of relativity, differential geometry, experimental tests of general relativity, black holes, and cosmology.",https://ocw.mit.edu/courses/8-962-general-relativity-spring-2020/,"['Science', 'Physics', 'Relativity']",23,99
Introduction to Psychology,"<p>This course is a survey of the scientific study of human nature, including how the mind works, and how the brain supports the mind. Topics include the mental and neural bases of perception, emotion, learning, memory, cognition, child development, personality, psychopathology, and social interaction. Students will consider how such knowledge relates to debates about nature and nurture, free will, consciousness, human differences, self, and society.</p>
<h5 id=""course-format"">Course Format</h5>
<hr>
<p><a href=""pages/Syllabus""><img src=""/images/button_start.png"" alt=""Click to get started.""></a> This course has been designed for independent study. It includes all of the materials you will need to understand the concepts covered in this subject. The materials in this course include:</p>
<ul>
<li>A full set of <strong>Lecture Videos</strong> by Prof. John Gabrieli.</li>
<li><strong>Reading Assignments</strong> in several books, including one <strong>free online textbook</strong> and detailed notes on another book.</li>
<li>Assorted multiple choice and short answer questions to <strong>Check Yourself</strong> on the material in each session.</li>
<li>Supporting <strong>Discussion</strong> content that elaborates on the lectures and reading.</li>
<li>A rich collection of online resources for <strong>Further Study</strong> on each session’s topics.</li>
<li>A full set of <strong>Exams</strong> with solution keys, and extra practice questions for review.</li>
</ul>
",https://ocw.mit.edu/courses/9-00sc-introduction-to-psychology-fall-2011/,"['Science', 'Cognitive Science', 'Social Science', 'Psychology']",0,100
Sensory Systems,"This course examines the neural bases of sensory perception. The focus is on physiological and anatomical studies of the mammalian nervous system as well as behavioral studies of animals and humans. Topics include visual pattern, color and depth perception, auditory responses and sound localization, and somatosensory perception.",https://ocw.mit.edu/courses/9-04-sensory-systems-fall-2013/,"['Health and Medicine', 'Anatomy and Physiology', 'Sensory-Neural Systems', 'Science', 'Biology', 'Neurobiology', 'Neuroscience']",23,101
The Human Brain,"This course surveys the core perceptual and cognitive abilities of the human mind and asks how they are implemented in the brain. Key themes include the representations, development, and degree of functional specificity of these components of mind and brain. The course will take students straight to the cutting edge of the field, empowering them to understand and critically evaluate empirical articles in the current literature.",https://ocw.mit.edu/courses/9-13-the-human-brain-spring-2019/,"['Health and Medicine', 'Sensory-Neural Systems', 'Science', 'Biology', 'Neuroscience', 'Cognitive Science']",17,102
Introduction to Neural Computation,"This course introduces quantitative approaches to understanding brain and cognitive functions. Topics include mathematical description of neurons, the response of neurons to sensory stimuli, simple neuronal networks, statistical inference and decision making. It also covers foundational quantitative tools of data analysis in neuroscience: correlation, convolution, spectral analysis, principal components analysis, and mathematical concepts including simple differential equations and linear algebra.",https://ocw.mit.edu/courses/9-40-introduction-to-neural-computation-spring-2018/,"['Engineering', 'Biological Engineering', 'Computational Biology', 'Health and Medicine', 'Biomedical Signal and Image Processing', 'Sensory-Neural Systems', 'Science', 'Biology', 'Biophysics', 'Neuroscience', 'Cognitive Science']",20,103
Numerical Methods Applied to Chemical Engineering,"Numerical methods for solving problems arising in heat and mass transfer, fluid mechanics, chemical reaction engineering, and molecular simulation. Topics: Numerical linear algebra, solution of nonlinear algebraic equations and ordinary differential equations, solution of partial differential equations (e.g. Navier-Stokes), numerical methods in molecular simulation (dynamics, geometry optimization). All methods are presented within the context of chemical engineering problems. Familiarity with structured programming is assumed.",https://ocw.mit.edu/courses/10-34-numerical-methods-applied-to-chemical-engineering-fall-2015/,"['Engineering', 'Chemical Engineering', 'Computer Science', 'Data Mining', 'Systems Engineering', 'Computational Modeling and Simulation', 'Mathematics', 'Applied Mathematics']",23,104
